user_id,signup_date,plan,monthly_revenue,churned,sessions_last_month
743,2022-10-12,Free,0,1,4
744,2021-01-08,Basic,20,0,8
745,2022-12-24,Basic,20,0,6
746,2020-05-25,Pro,50,0,3
747,2020-08-11,Free,0,0,1
748,2023-06-16,Free,0,0,2
749,2020-06-25,Free,0,1,1
750,2022-05-02,Free,0,1,5
751,2023-07-29,Basic,20,0,9
752,2020-03-03,Free,0,0,2
753,2023-05-25,Pro,50,0,7
754,2022-04-06,Free,0,1,1
755,2022-03-05,Free,0,0,3
756,2021-11-19,Basic,20,0,4
757,2020-04-14,Free,0,1,5
758,2023-01-27,Basic,20,0,8
759,2021-05-25,Basic,20,0,12
760,2021-01-19,Free,0,0,1
761,2021-02-08,Free,0,0,3
762,2022-04-02,Free,0,0,7
763,2021-06-01,Free,0,0,2
764,2021-04-20,Free,0,1,2
765,2021-12-09,Free,0,0,4
766,2022-02-09,Free,0,0,4
767,2022-11-12,Basic,20,0,13
768,2022-09-23,Basic,20,0,9
769,2021-11-07,Basic,20,0,12
770,2021-12-14,Free,0,1,1
771,2020-03-23,Free,0,0,2
772,2023-03-14,Pro,50,0,9
773,2023-01-13,Basic,20,1,8
774,2023-01-06,Pro,50,0,6
775,2021-04-01,Free,0,1,2
776,2020-01-01,Basic,20,1,7
777,2020-02-20,Basic,20,0,7
778,2021-11-15,Free,0,1,4
779,2021-12-17,Basic,20,0,12
780,2021-03-24,Basic,20,1,9
781,2022-05-30,Free,0,1,5
782,2021-05-02,Free,0,0,3
783,2020-02-03,Pro,50,0,7
784,2023-10-03,Enterprise,120,0,8
785,2020-04-04,Free,0,1,4
786,2022-12-31,Free,0,1,3
787,2020-06-02,Free,0,1,2
788,2020-09-06,Basic,20,0,10
789,2021-11-04,Free,0,1,3
790,2021-03-13,Enterprise,120,0,10
791,2020-04-27,Free,0,0,2
792,2022-02-09,Free,0,1,2
793,2023-08-22,Basic,20,0,12
794,2020-09-24,Pro,50,0,11
795,2022-12-13,Basic,20,0,11
796,2020-08-23,Basic,20,1,10
797,2021-01-23,Enterprise,120,0,16
798,2022-09-16,Free,0,1,3
799,2022-02-01,Pro,50,0,15
800,2021-02-04,Free,0,1,4
801,2021-09-15,Pro,50,1,6
802,2022-02-05,Basic,20,0,9
803,2023-08-19,Free,0,0,2
804,2022-07-07,Pro,50,1,9
805,2023-05-15,Free,0,0,1
806,2023-06-06,Free,0,1,3
807,2022-05-02,Basic,20,0,6
808,2021-07-31,Free,0,0,3
809,2020-03-15,Basic,20,0,13
810,2021-03-10,Free,0,1,2
811,2020-04-12,Free,0,1,0
812,2023-12-16,Free,0,0,4
813,2022-02-02,Free,0,1,2
814,2022-01-07,Basic,20,0,7
815,2022-03-16,Pro,50,0,11
816,2023-08-22,Enterprise,120,0,7
817,2020-04-07,Pro,50,0,10
818,2022-03-08,Free,0,0,4
819,2023-09-20,Basic,20,0,9
820,2022-05-08,Free,0,1,1
821,2021-03-10,Free,0,1,6
822,2021-03-22,Basic,20,0,8
823,2023-08-24,Free,0,0,2
824,2020-09-05,Free,0,1,3
825,2020-06-14,Enterprise,120,0,7
826,2022-09-10,Basic,20,0,11
827,2023-09-20,Basic,20,0,5
828,2022-10-16,Free,0,1,2
829,2021-06-25,Free,0,0,4
830,2022-01-28,Pro,50,0,9
831,2023-02-03,Free,0,0,6
832,2020-03-21,Basic,20,0,8
833,2020-05-12,Free,0,1,1
834,2022-03-07,Basic,20,1,12
835,2022-06-18,Free,0,0,3
836,2020-05-17,Pro,50,1,8
837,2020-07-02,Pro,50,1,9
838,2023-11-25,Pro,50,0,12
839,2023-09-15,Free,0,0,1
840,2022-02-23,Pro,50,1,8
841,2022-09-10,Basic,20,1,12
842,2020-03-09,Free,0,0,5
843,2021-06-29,Basic,20,0,11
844,2020-02-22,Free,0,1,5
845,2020-07-23,Free,0,0,2
846,2020-05-05,Pro,50,0,14
847,2020-02-12,Free,0,0,9
848,2020-04-20,Basic,20,0,6
849,2022-01-30,Free,0,1,4
850,2023-04-21,Pro,50,0,7
851,2022-04-27,Enterprise,120,0,12
852,2020-04-04,Pro,50,0,12
853,2023-10-29,Free,0,0,0
854,2022-06-18,Free,0,0,2
855,2020-12-25,Basic,20,1,9
856,2022-06-18,Free,0,1,5
857,2020-10-07,Free,0,1,0
858,2023-05-03,Basic,20,0,10
859,2023-05-03,Basic,20,0,7
860,2021-10-28,Enterprise,120,0,13
861,2020-04-02,Free,0,1,2
862,2021-11-02,Free,0,0,3
863,2020-03-01,Free,0,0,4
864,2021-09-25,Enterprise,120,0,6
865,2022-12-10,Pro,50,0,11
866,2023-11-27,Pro,50,1,10
867,2022-10-25,Enterprise,120,0,6
868,2021-08-26,Basic,20,0,9
869,2021-11-12,Basic,20,1,10
870,2021-06-17,Free,0,0,4
871,2023-11-29,Basic,20,1,13
872,2022-04-17,Basic,20,0,9
873,2021-10-06,Basic,20,0,17
874,2020-08-20,Enterprise,120,0,14
875,2021-06-07,Enterprise,120,0,6
876,2020-12-11,Pro,50,0,8
877,2022-12-05,Pro,50,1,17
878,2021-06-29,Basic,20,0,9
879,2023-01-06,Free,0,1,4
880,2023-01-01,Free,0,1,2
881,2022-03-04,Basic,20,1,12
882,2020-09-05,Pro,50,1,7
883,2020-02-16,Free,0,1,3
884,2023-02-18,Enterprise,120,1,10
885,2020-08-01,Free,0,1,2
886,2020-08-26,Free,0,1,4
887,2022-12-15,Basic,20,0,8
888,2020-12-15,Free,0,1,3
889,2020-04-16,Free,0,1,2
890,2022-04-10,Free,0,1,3
891,2020-02-17,Pro,50,0,13
892,2020-12-02,Basic,20,0,10
893,2022-11-15,Basic,20,0,7
894,2022-03-14,Basic,20,1,10
895,2023-07-04,Free,0,0,5
896,2020-01-08,Enterprise,120,1,16
897,2021-09-16,Free,0,1,3
898,2023-06-30,Enterprise,120,0,10
899,2021-12-19,Basic,20,0,8
900,2020-10-29,Enterprise,120,0,4
901,2021-09-30,Free,0,1,2
902,2020-02-25,Basic,20,0,9
903,2021-12-26,Free,0,0,4
904,2021-06-09,Free,0,1,1
905,2021-04-18,Basic,20,1,11
906,2020-01-28,Free,0,1,6
907,2020-03-18,Basic,20,0,9
908,2023-05-24,Free,0,1,2
909,2023-11-10,Free,0,0,7
910,2020-12-30,Pro,50,0,12
911,2021-10-27,Basic,20,1,10
912,2021-06-09,Basic,20,0,17
913,2021-11-29,Basic,20,0,11
914,2023-08-28,Pro,50,1,6
915,2022-06-01,Free,0,1,4
916,2022-10-27,Basic,20,0,15
917,2022-10-23,Enterprise,120,0,16
918,2022-07-07,Pro,50,0,4
919,2022-01-19,Basic,20,1,11
920,2020-12-28,Basic,20,0,10
921,2023-07-21,Pro,50,1,11
922,2022-03-16,Basic,20,0,11
923,2022-01-08,Free,0,1,2
924,2022-11-04,Free,0,1,2
925,2023-04-30,Pro,50,1,18
926,2021-04-29,Free,0,0,4
927,2020-01-28,Pro,50,0,11
928,2021-12-14,Free,0,1,2
929,2022-11-28,Basic,20,0,9
930,2023-07-20,Free,0,1,2
931,2023-06-08,Free,0,1,5
932,2020-03-26,Enterprise,120,0,10
933,2020-05-05,Pro,50,0,6
934,2022-03-22,Basic,20,0,15
935,2021-06-20,Basic,20,0,4
936,2020-05-24,Basic,20,1,7
937,2023-05-20,Basic,20,0,5
938,2020-01-25,Basic,20,0,9
939,2023-11-18,Free,0,1,2
940,2020-03-07,Basic,20,0,6
941,2020-08-20,Pro,50,0,6
942,2020-04-18,Enterprise,120,0,12
943,2023-03-15,Free,0,0,3
944,2020-04-20,Pro,50,0,7
945,2020-08-15,Basic,20,0,5
946,2020-04-20,Basic,20,0,9
947,2020-02-03,Free,0,0,7
948,2021-09-14,Basic,20,1,8
949,2023-10-24,Free,0,1,0
950,2022-01-17,Free,0,1,1
951,2021-08-17,Pro,50,0,9
952,2021-02-28,Pro,50,0,11
953,2021-09-04,Basic,20,0,7
954,2021-11-22,Enterprise,120,1,15
955,2023-07-29,Free,0,1,3
956,2023-09-05,Free,0,0,4
957,2020-11-10,Basic,20,0,13
958,2022-05-26,Free,0,1,2
959,2023-11-01,Free,0,1,3
960,2023-08-05,Free,0,0,2
961,2021-10-23,Free,0,1,0
962,2020-10-03,Pro,50,1,17
963,2021-09-15,Free,0,1,6
964,2021-05-30,Basic,20,0,10
965,2023-10-05,Free,0,1,3
966,2022-04-22,Basic,20,0,16
967,2020-12-15,Free,0,1,3
968,2022-04-02,Pro,50,0,12
969,2023-03-06,Basic,20,1,10
970,2022-01-28,Free,0,0,6
971,2022-06-17,Basic,20,0,13
972,2020-08-30,Free,0,1,6
973,2021-06-26,Basic,20,1,17
974,2022-11-29,Free,0,1,5
975,2020-08-16,Enterprise,120,0,9
976,2021-07-01,Free,0,0,5
977,2022-07-08,Basic,20,1,7
978,2023-05-31,Free,0,0,1
979,2020-01-06,Free,0,0,2
980,2023-09-07,Basic,20,0,8
981,2021-04-12,Enterprise,120,0,10
982,2020-03-15,Free,0,1,3
983,2020-01-04,Free,0,1,3
984,2021-10-07,Free,0,1,5
985,2020-04-27,Free,0,1,4
986,2022-05-30,Free,0,1,4
987,2021-05-18,Basic,20,0,13
988,2022-08-04,Free,0,1,4
989,2021-07-27,Free,0,1,1
990,2020-07-12,Pro,50,0,13
991,2022-04-26,Free,0,1,4
992,2021-12-15,Free,0,1,2
993,2023-11-16,Free,0,0,0
994,2022-11-15,Basic,20,1,13
995,2023-12-29,Free,0,1,3
996,2020-06-21,Basic,20,1,6
997,2023-08-16,Free,0,1,4
998,2020-11-21,Basic,20,0,13
999,2023-12-04,Free,0,0,4
1000,2023-02-15,Basic,20,1,12
1001,2022-04-15,Pro,50,0,6
1002,2021-12-24,Basic,20,0,9
1003,2020-08-12,Free,0,0,2
1004,2021-06-15,Free,0,1,2
1005,2020-04-22,Free,0,1,4
1006,2020-05-19,Free,0,0,1
1007,2021-07-12,Free,0,0,2
1008,2020-01-01,Pro,50,1,4
1009,2020-03-30,Free,0,1,2
1010,2021-10-15,Basic,20,1,11
1011,2020-11-15,Basic,20,1,10
1012,2020-05-18,Basic,20,0,8
1013,2022-04-24,Free,0,0,7
1014,2020-09-15,Pro,50,0,10
1015,2022-06-20,Free,0,1,2
1016,2021-11-20,Pro,50,1,13
1017,2020-01-10,Pro,50,0,17
1018,2020-09-17,Pro,50,0,4
1019,2020-06-20,Basic,20,0,13
1020,2022-06-16,Free,0,1,5
1021,2020-01-13,Free,0,1,2
1022,2023-04-06,Basic,20,0,8
1023,2020-11-16,Free,0,1,0
1024,2023-09-04,Pro,50,0,15
1025,2020-11-24,Free,0,0,1
1026,2022-02-23,Free,0,1,4
1027,2022-02-15,Free,0,0,4
1028,2022-06-29,Free,0,1,3
1029,2023-12-13,Basic,20,0,5
1030,2023-01-23,Pro,50,0,9
1031,2020-11-13,Basic,20,1,10
1032,2020-08-23,Pro,50,0,4
1033,2020-11-29,Pro,50,0,11
1034,2021-01-10,Pro,50,0,13
1035,2023-03-06,Free,0,0,7
1036,2021-08-10,Pro,50,0,8
1037,2021-05-27,Free,0,0,6
1038,2023-08-12,Free,0,1,5
1039,2023-09-05,Basic,20,1,9
1040,2022-07-06,Free,0,0,3
1041,2023-10-04,Free,0,0,3
1042,2022-05-22,Free,0,1,0
1043,2023-06-06,Free,0,1,1
1044,2020-09-26,Enterprise,120,0,10
1045,2022-03-08,Free,0,1,2
1046,2023-08-07,Free,0,1,4
1047,2021-12-25,Basic,20,0,15
1048,2023-04-03,Free,0,1,3
1049,2020-01-05,Enterprise,120,0,8
1050,2022-04-30,Free,0,0,3
1051,2023-11-03,Basic,20,0,9
1052,2020-03-18,Basic,20,0,9
1053,2023-12-04,Enterprise,120,0,6
1054,2021-07-27,Basic,20,1,11
1055,2020-05-11,Pro,50,1,11
1056,2021-08-23,Free,0,0,5
1057,2022-12-01,Free,0,1,1
1058,2020-03-29,Free,0,1,4
1059,2021-02-05,Pro,50,1,8
1060,2020-10-22,Free,0,1,4
1061,2023-08-11,Free,0,1,2
1062,2021-09-07,Free,0,1,0
1063,2022-03-10,Free,0,1,3
1064,2021-02-25,Free,0,1,2
1065,2022-11-12,Enterprise,120,0,7
1066,2021-07-28,Basic,20,0,13
1067,2020-05-22,Basic,20,0,6
1068,2022-09-19,Pro,50,0,11
1069,2021-10-26,Free,0,0,2
1070,2020-05-24,Free,0,0,2
1071,2023-06-02,Free,0,1,3
1072,2022-10-03,Free,0,0,3
1073,2021-05-17,Basic,20,1,10
1074,2022-03-31,Free,0,1,3
1075,2020-04-13,Free,0,1,7
1076,2022-11-28,Basic,20,0,11
1077,2020-07-16,Enterprise,120,0,7
1078,2021-08-01,Pro,50,0,5
1079,2021-01-25,Pro,50,0,13
1080,2023-04-17,Pro,50,0,6
1081,2021-07-07,Free,0,1,4
1082,2022-11-04,Pro,50,0,7
1083,2023-08-05,Free,0,1,4
1084,2021-04-22,Basic,20,1,13
1085,2023-06-08,Basic,20,1,12
1086,2022-07-11,Free,0,0,1
1087,2021-02-23,Pro,50,0,8
1088,2020-06-05,Enterprise,120,0,10
1089,2021-07-03,Free,0,1,2
1090,2023-01-25,Pro,50,0,9
1091,2022-10-17,Free,0,0,1
1092,2022-09-23,Basic,20,0,7
1093,2023-12-05,Basic,20,1,8
1094,2022-08-08,Basic,20,1,10
1095,2020-10-15,Enterprise,120,0,9
1096,2023-07-01,Pro,50,0,12
1097,2020-07-14,Pro,50,0,12
1098,2021-08-20,Free,0,1,2
1099,2021-05-31,Enterprise,120,0,17
1100,2022-05-14,Free,0,1,4
1101,2023-02-15,Pro,50,0,10
1102,2022-03-16,Free,0,0,1
1103,2023-03-28,Free,0,1,1
1104,2022-03-25,Basic,20,1,7
1105,2020-08-15,Free,0,0,1
1106,2020-08-03,Free,0,0,0
1107,2022-08-05,Free,0,0,1
1108,2020-01-15,Free,0,0,0
1109,2023-03-26,Free,0,1,4
1110,2023-07-08,Free,0,0,1
1111,2023-03-26,Basic,20,1,12
1112,2020-02-16,Free,0,0,4
1113,2020-11-19,Basic,20,0,8
1114,2022-04-23,Free,0,0,2
1115,2020-05-09,Enterprise,120,0,9
1116,2023-12-05,Pro,50,0,16
1117,2020-04-04,Free,0,1,1
1118,2021-09-18,Pro,50,0,15
1119,2022-01-24,Pro,50,1,6
1120,2023-08-08,Enterprise,120,0,8
1121,2022-03-04,Basic,20,1,11
1122,2023-07-30,Free,0,1,3
1123,2020-03-09,Basic,20,0,7
1124,2020-01-11,Basic,20,0,9
1125,2023-07-01,Basic,20,0,18
1126,2022-05-21,Free,0,1,1
1127,2021-07-03,Pro,50,0,11
1128,2023-03-03,Enterprise,120,0,13
1129,2021-12-12,Free,0,1,4
1130,2020-01-23,Free,0,0,5
1131,2022-03-25,Free,0,0,2
1132,2020-12-11,Pro,50,0,16
1133,2020-10-28,Basic,20,0,7
1134,2020-12-28,Basic,20,0,8
1135,2021-01-30,Basic,20,0,4
1136,2020-08-05,Basic,20,1,8
1137,2020-05-20,Free,0,1,1
1138,2022-08-15,Basic,20,0,8
1139,2023-05-18,Pro,50,0,7
1140,2022-09-11,Enterprise,120,0,10
1141,2022-09-19,Enterprise,120,0,18
1142,2022-04-07,Enterprise,120,1,9
1143,2021-11-13,Basic,20,0,9
1144,2022-09-30,Basic,20,0,7
1145,2020-12-21,Pro,50,0,14
1146,2022-10-04,Enterprise,120,0,7
1147,2023-09-09,Free,0,1,1
1148,2023-03-02,Free,0,0,3
1149,2022-06-06,Free,0,0,7
1150,2020-05-06,Basic,20,0,10
1151,2023-02-03,Free,0,1,1
1152,2022-10-05,Free,0,1,3
1153,2021-08-26,Free,0,1,4
1154,2023-11-02,Free,0,1,1
1155,2022-10-10,Pro,50,0,10
1156,2020-02-20,Free,0,1,1
1157,2022-11-18,Basic,20,0,11
1158,2023-08-12,Basic,20,1,10
1159,2023-08-13,Pro,50,0,10
1160,2022-02-17,Free,0,1,3
1161,2023-12-01,Enterprise,120,0,7
1162,2022-03-24,Basic,20,0,14
1163,2023-11-29,Enterprise,120,0,9
1164,2023-10-01,Enterprise,120,0,9
1165,2021-02-23,Free,0,1,4
1166,2023-04-20,Free,0,1,2
1167,2022-09-09,Free,0,1,4
1168,2022-04-04,Basic,20,0,11
1169,2022-10-21,Free,0,1,3
1170,2021-07-20,Free,0,0,0
1171,2021-01-05,Basic,20,1,13
1172,2022-07-24,Free,0,0,4
1173,2021-10-22,Free,0,1,1
1174,2023-12-25,Basic,20,1,13
1175,2022-08-26,Free,0,1,6
1176,2023-08-25,Free,0,1,2
1177,2023-03-06,Basic,20,1,12
1178,2020-07-20,Basic,20,0,12
1179,2023-12-30,Pro,50,0,8
1180,2020-11-08,Basic,20,0,7
1181,2020-04-26,Basic,20,0,12
1182,2022-07-25,Basic,20,0,8
1183,2021-07-28,Pro,50,0,6
1184,2020-08-31,Pro,50,0,11
1185,2021-06-20,Pro,50,0,7
1186,2020-03-15,Basic,20,1,11
1187,2021-01-20,Free,0,1,4
1188,2023-05-18,Free,0,0,4
1189,2021-04-19,Free,0,1,3
1190,2021-02-21,Enterprise,120,0,12
1191,2020-12-12,Basic,20,0,8
1192,2021-10-01,Pro,50,1,4
1193,2022-07-27,Free,0,0,1
1194,2022-08-12,Pro,50,1,12
1195,2022-05-25,Free,0,0,2
1196,2022-02-01,Free,0,0,3
1197,2023-04-17,Free,0,1,1
1198,2023-04-20,Basic,20,0,6
1199,2021-10-25,Basic,20,0,6
1200,2020-01-25,Pro,50,0,7
1201,2023-04-18,Free,0,1,2
1202,2021-12-10,Basic,20,0,11
1203,2023-03-30,Basic,20,0,10
1204,2020-06-25,Free,0,1,2
1205,2020-10-11,Pro,50,1,5
1206,2020-03-03,Pro,50,0,9
1207,2022-09-29,Pro,50,0,10
1208,2021-10-23,Pro,50,0,4
1209,2021-10-27,Pro,50,0,14
1210,2020-06-04,Free,0,0,3
1211,2022-12-08,Pro,50,0,10
1212,2022-08-24,Free,0,0,4
1213,2022-04-28,Free,0,1,1
1214,2023-01-12,Free,0,0,4
1215,2023-10-16,Pro,50,0,12
1216,2021-11-19,Pro,50,0,13
1217,2020-05-27,Free,0,1,4
1218,2020-12-07,Pro,50,0,12
1219,2021-04-20,Enterprise,120,0,17
1220,2022-12-22,Free,0,0,4
1221,2023-10-15,Free,0,0,4
1222,2021-07-14,Pro,50,0,9
1223,2020-11-22,Free,0,0,4
1224,2023-03-10,Basic,20,0,11
1225,2022-09-16,Free,0,0,2
1226,2020-08-02,Basic,20,0,12
1227,2021-03-10,Pro,50,0,18
1228,2022-08-09,Basic,20,0,5
1229,2021-12-23,Pro,50,0,14
1230,2023-09-03,Pro,50,0,6
1231,2020-02-01,Pro,50,0,8
1232,2021-10-31,Basic,20,1,8
1233,2020-10-11,Free,0,1,5
1234,2023-08-21,Basic,20,1,9
1235,2021-03-04,Free,0,0,1
1236,2020-10-12,Pro,50,0,5
1237,2023-03-13,Free,0,1,0
1238,2023-12-18,Basic,20,0,13
1239,2022-11-08,Free,0,0,6
1240,2020-01-18,Pro,50,0,11
1241,2022-02-07,Pro,50,0,10
1242,2021-08-12,Free,0,0,1
1243,2023-10-26,Pro,50,1,15
1244,2023-04-13,Free,0,0,2
1245,2022-10-06,Basic,20,1,9
1246,2020-07-12,Pro,50,0,4
1247,2021-05-16,Free,0,0,2
1248,2022-09-14,Enterprise,120,0,8
1249,2023-02-10,Free,0,1,7
1250,2020-04-23,Free,0,0,6
1251,2023-05-30,Enterprise,120,0,7
1252,2022-08-04,Free,0,1,2
1253,2022-04-10,Enterprise,120,0,10
1254,2023-07-11,Enterprise,120,1,4
1255,2022-07-13,Free,0,1,3
1256,2020-02-24,Basic,20,1,9
1257,2022-03-10,Free,0,0,0
1258,2022-02-16,Basic,20,1,13
1259,2020-06-10,Free,0,1,7
1260,2023-11-04,Free,0,1,1
1261,2020-03-27,Free,0,1,4
1262,2020-02-24,Basic,20,0,11
1263,2023-04-16,Enterprise,120,0,4
1264,2023-11-15,Pro,50,1,5
1265,2023-10-04,Pro,50,1,10
1266,2022-10-28,Basic,20,1,14
1267,2022-04-12,Pro,50,0,9
1268,2020-11-08,Free,0,1,4
1269,2022-01-28,Pro,50,1,13
1270,2021-03-18,Enterprise,120,0,12
1271,2020-11-23,Free,0,0,5
1272,2022-12-13,Basic,20,0,14
1273,2022-01-30,Pro,50,0,7
1274,2023-06-16,Enterprise,120,0,13
1275,2023-06-06,Pro,50,1,7
1276,2021-08-01,Free,0,1,4
1277,2022-12-10,Free,0,0,3
1278,2022-10-03,Free,0,0,2
1279,2023-07-11,Pro,50,0,7
1280,2023-12-12,Free,0,1,1
1281,2020-04-05,Pro,50,0,9
1282,2023-01-16,Free,0,1,0
1283,2023-01-06,Free,0,1,1
1284,2023-08-04,Basic,20,0,8
1285,2023-02-17,Pro,50,1,6
1286,2022-03-24,Free,0,1,2
1287,2021-05-05,Basic,20,0,9
1288,2021-03-27,Basic,20,1,10
1289,2020-06-13,Free,0,1,3
1290,2020-06-30,Free,0,1,6
1291,2021-04-13,Pro,50,0,10
1292,2022-06-28,Basic,20,0,12
1293,2022-01-04,Free,0,1,1
1294,2022-04-02,Pro,50,0,4
1295,2022-08-01,Enterprise,120,0,17
1296,2020-01-07,Basic,20,0,10
1297,2020-11-25,Basic,20,0,10
1298,2022-02-13,Pro,50,0,8
1299,2020-05-30,Enterprise,120,0,11
1300,2023-01-13,Pro,50,0,7
1301,2020-05-26,Basic,20,0,14
1302,2023-11-05,Basic,20,0,9
1303,2022-07-03,Pro,50,0,7
1304,2023-08-01,Free,0,1,2
1305,2021-11-30,Basic,20,0,6
1306,2020-03-22,Pro,50,1,10
1307,2021-05-28,Basic,20,1,11
1308,2022-03-25,Basic,20,0,6
1309,2021-12-09,Basic,20,0,9
1310,2022-01-15,Free,0,0,7
1311,2022-10-19,Basic,20,1,12
1312,2023-11-10,Pro,50,1,14
1313,2021-12-07,Free,0,0,3
1314,2021-04-15,Free,0,1,1
1315,2023-02-16,Enterprise,120,0,11
1316,2021-01-30,Free,0,0,4
1317,2020-09-17,Free,0,0,1
1318,2022-03-15,Enterprise,120,0,11
1319,2022-07-22,Pro,50,0,10
1320,2023-07-03,Basic,20,0,7
1321,2022-06-23,Pro,50,0,8
1322,2023-06-03,Free,0,0,7
1323,2022-12-12,Pro,50,1,7
1324,2022-07-28,Basic,20,0,14
1325,2022-05-03,Pro,50,1,19
1326,2023-10-19,Basic,20,1,6
1327,2023-07-27,Basic,20,0,7
1328,2021-08-15,Basic,20,0,6
1329,2021-12-14,Basic,20,0,6
1330,2023-03-27,Pro,50,0,11
1331,2021-09-23,Basic,20,0,6
1332,2020-02-28,Basic,20,0,8
1333,2020-05-07,Basic,20,0,9
1334,2022-01-05,Basic,20,0,13
1335,2021-12-21,Pro,50,1,10
1336,2023-02-12,Pro,50,0,10
1337,2023-05-17,Basic,20,0,13
1338,2021-06-09,Enterprise,120,0,9
1339,2021-06-04,Pro,50,0,12
1340,2021-07-05,Basic,20,0,9
1341,2020-08-24,Basic,20,0,10
1342,2023-07-28,Enterprise,120,0,7
1343,2023-10-14,Basic,20,0,9
1344,2023-05-09,Pro,50,1,11
1345,2023-07-25,Basic,20,1,14
1346,2023-06-12,Basic,20,0,7
1347,2021-05-08,Free,0,1,4
1348,2020-01-04,Basic,20,0,10
1349,2021-10-27,Enterprise,120,0,16
1350,2021-03-17,Basic,20,1,7
1351,2020-01-29,Basic,20,1,11
1352,2023-02-06,Enterprise,120,0,12
1353,2021-09-01,Basic,20,0,10
1354,2022-03-15,Basic,20,0,7
1355,2020-03-15,Pro,50,0,5
1356,2022-04-17,Pro,50,0,13
1357,2023-03-15,Free,0,0,2
1358,2020-05-07,Basic,20,0,9
1359,2020-02-11,Basic,20,0,15
1360,2023-10-11,Free,0,1,3
1361,2020-02-10,Basic,20,0,8
1362,2022-07-22,Basic,20,0,6
1363,2020-02-03,Free,0,1,3
1364,2022-11-06,Basic,20,1,8
1365,2023-03-22,Free,0,1,3
1366,2022-09-24,Basic,20,1,13
1367,2023-11-02,Pro,50,0,8
1368,2021-08-10,Pro,50,0,11
1369,2020-12-07,Free,0,0,3
1370,2020-01-27,Free,0,0,1
1371,2023-08-03,Free,0,0,1
1372,2021-10-07,Basic,20,0,12
1373,2021-12-31,Free,0,1,2
1374,2020-06-16,Basic,20,1,18
1375,2021-09-01,Free,0,0,6
1376,2020-09-24,Pro,50,0,8
1377,2022-03-31,Free,0,1,2
1378,2021-03-30,Free,0,1,2
1379,2022-06-24,Pro,50,0,8
1380,2023-11-25,Free,0,0,1
1381,2022-07-10,Free,0,1,0
1382,2022-09-07,Basic,20,0,6
1383,2021-12-02,Basic,20,0,9
1384,2021-09-25,Pro,50,0,6
1385,2020-05-09,Free,0,1,2
1386,2022-10-16,Basic,20,0,5
1387,2023-10-18,Free,0,1,2
1388,2022-03-29,Free,0,1,1
1389,2021-11-23,Pro,50,0,8
1390,2023-08-08,Pro,50,0,9
1391,2023-10-26,Free,0,1,5
1392,2022-03-04,Basic,20,1,7
1393,2020-01-29,Free,0,0,2
1394,2020-05-28,Pro,50,0,9
1395,2023-08-12,Free,0,0,4
1396,2020-01-11,Free,0,1,0
1397,2021-11-06,Basic,20,0,7
1398,2023-02-10,Basic,20,1,15
1399,2020-07-05,Basic,20,0,5
1400,2022-03-17,Free,0,0,7
1401,2022-01-13,Free,0,1,3
1402,2023-06-04,Basic,20,0,14
1403,2023-08-26,Free,0,0,3
1404,2020-04-07,Pro,50,0,15
1405,2020-02-24,Free,0,0,6
1406,2021-09-14,Basic,20,0,4
1407,2021-10-25,Basic,20,0,10
1408,2022-01-27,Free,0,0,1
1409,2021-02-09,Basic,20,0,7
1410,2020-03-09,Pro,50,0,15
1411,2023-08-28,Free,0,1,6
1412,2023-08-05,Enterprise,120,0,6
1413,2022-01-20,Basic,20,0,10
1414,2023-03-17,Free,0,1,3
1415,2023-06-21,Basic,20,0,9
1416,2022-08-15,Free,0,0,5
1417,2020-12-30,Pro,50,1,10
1418,2021-04-26,Pro,50,1,8
1419,2020-07-19,Pro,50,0,7
1420,2020-06-02,Enterprise,120,1,10
1421,2020-03-13,Pro,50,1,13
1422,2021-12-13,Basic,20,0,10
1423,2020-10-22,Free,0,1,1
1424,2022-11-06,Basic,20,0,14
1425,2023-05-25,Free,0,1,7
1426,2020-03-01,Pro,50,0,11
1427,2022-07-27,Basic,20,0,9
1428,2020-02-11,Free,0,1,4
1429,2020-01-25,Free,0,1,3
1430,2022-11-28,Free,0,0,0
1431,2020-05-10,Basic,20,0,8
1432,2023-06-06,Basic,20,0,14
1433,2020-04-17,Basic,20,0,11
1434,2020-06-20,Basic,20,0,12
1435,2023-12-29,Basic,20,0,6
1436,2020-04-11,Free,0,0,3
1437,2022-05-15,Free,0,0,2
1438,2021-06-07,Basic,20,0,14
1439,2020-10-01,Basic,20,0,9
1440,2022-12-03,Free,0,1,1
1441,2022-03-27,Free,0,1,6
1442,2022-08-14,Free,0,0,1
1443,2022-11-06,Basic,20,0,12
1444,2020-11-25,Free,0,1,4
1445,2020-01-12,Basic,20,0,4
1446,2023-09-03,Pro,50,0,10
1447,2020-08-03,Free,0,1,2
1448,2020-12-04,Enterprise,120,0,10
1449,2021-10-22,Basic,20,0,10
1450,2023-01-09,Basic,20,0,9
1451,2021-01-08,Basic,20,0,19
1452,2022-09-02,Basic,20,0,5
1453,2021-12-10,Basic,20,0,12
1454,2023-05-08,Basic,20,0,7
1455,2021-04-10,Free,0,0,2
1456,2023-01-17,Free,0,1,4
1457,2023-07-15,Free,0,1,1
1458,2021-05-03,Free,0,0,1
1459,2020-02-16,Free,0,1,2
1460,2023-08-04,Free,0,0,1
1461,2022-02-16,Pro,50,0,9
1462,2022-11-05,Pro,50,0,12
